Dir_Name_Display,Dir_School_Code,Dir_Street,Dir_City,Dir_State,Dir_Zip,Dir_School_Code - Longitude,Dir_School_Code - Latitude,Dir_Ward,Dir_Phone,Dir_Fax,Dir_Website,Principal_Name,Principal_Email,GR_Text,Hours,Highlight,Aca_Enr_1,Aca_Enr_2,Aca_Enr_3,Aca_Enr_4,Aca_Enr_5,Well_Fit_1,Well_Fit_2,Well_Fit_3,Well_Fit_4,Well_Fit_5,Art_Cult_1,Art_Cult_2,Art_Cult_3,Art_Cult_4,Art_Cult_5,SPED_1,SPED_2,SPED_3,SPED_4,SPED_5,SPED_6,Feed_1,Feed_2,Feed_3,Feed_4,Feed_5,Feed_6,Feed_7,Dest_1,Dest_2,Facil_Art,Facil_Audit,Facil_Comp,Facil_Gym,Facil_Media,Facil_Music,Facil_Outdoor_Rec,Facil_Pool,Facil_Science,After_care,Before_care,Uniform,Title_1,Offers_Guaranteed_PK3_PK4_Slots?,Family_Active_Parent_Org,Partner_1,Partner_2,Partner_3,Partner_4,Partner_5,Partner_6,Partner_7,Partner_8,Partner_9,Partner_10,Car_Path_1,Car_Path_2,Car_Path_3,Car_Path_4,Car_Path_5,Car_Path_6,Car_Path_7,Car_Path_8,Trans_Bus,Trans_Metro,AYP_Status,AYP_Status_Desc,Energy_Star_Rtg,DCPS_Recycles_Honor_Roll?,LEED_Level,Enroll_Total,Demo_Asian,Demo_Black,Demo_Hispanic,Demo_N.Amer,Demo_White,Demo_Multi,Demo_NHawPI,Demo_ELL,Demo_SPED,Demo_EconDis,Demo_Inboundary,math_pct_1_current,math_pct_1_prior,math_pct_2_current,math_pct_2_prior,math_pct_3_current,math_pct_3_prior,math_pct_4_current,math_pct_4_prior,math_pct_5_current,math_pct_5_prior,math_district_pct_1,math_district_pct_2,math_district_pct_3,math_district_pct_4,math_district_pct_5,ela_pct_1_current,ela_pct_1_prior,ela_pct_2_current,ela_pct_2_prior,ela_pct_3_current,ela_pct_3_prior,ela_pct_4_current,ela_pct_4_prior,ela_pct_5_current,ela_pct_5_prior,ela_district_pct_1,ela_district_pct_2,ela_district_pct_3,ela_district_pct_4,ela_district_pct_5,Perf_Grad_4yr_Current_Year,Perf_Grad_4yr_Prior_Year,Perf_Grad_4yr_District_Average,Perf_Grad_5yr_Current_Year,Perf_Grad_5yr_Prior_Year,Perf_Grad_5yr_District_Average,Perf_AP_Current_Year,Perf_AP_Prior_Year,Perf_AP_District_Average,Prog_Growth_Math_Current_Year,Prog_Growth_Math_Prior_Year,Prog_Growth_Math_District_Average,Prog_Growth_Read_Current_Year,Prog_Growth_Read_Prior_Year,Prog_Growth_Read_District_Average,Prog_9thGrade_Current_Year,Prog_9thGrade_Prior_Year,Prog_9thGrade_District_Average,Safe_ISA_Current_Year,Safe_ISA_Prior_Year,Safe_Attendance_District_Average,Safe_Truancy_Current_Year,Safe_Truancy_Prior_Year,Safe_Truancy_District_Average,Safe_Suspension_Current_Year,Safe_Suspension_Prior_Year,Safe_Suspension_District_Average,Safe_Incidents_Current_Year,Safe_Incidents_Prior_Year,Safe_Incidents_District_Average,Safe_Safety_Current_Year,Safe_Safety_Prior_Year,Safe_Safety_District_Average,Perf_Engage_Current_Year,Perf_Engage_Prior_Year,Perf_Engage_District_Average,Safe_Reenroll_Current_Year,Safe_Reenroll_Prior_Year,Safe_Reenroll_District_Average,Perf_Teachers_Current_Year,Perf_Teachers_Prior_Year,Perf_Teachers_District_Average,Unique_Defined1_Metric,Unique_Defined1_Description,Unique_Defined1_Current_Year,Unique_Defined1_Prior_Year,Unique_Defined1_District,Unique_Defined2_Metric,Unique_Defined2_Description,Unique_Defined2_Current_Year,Unique_Defined2_Prior_Year,Unique_Defined2_District
Malcolm X Elementary School @ Green,308,1500 Mississippi Ave. SE,Washington,DC,20032,-76.98339857,38.8416454,8,(202) 645-3409,(202) 645-7219,profiles.dcps.dc.gov/Malcolm+X+Elementary+School+@+Green,Zara Berry-Young,zara.berry-young@dc.gov,PK3-5th,8:30 a.m. - 4:15 p.m.,"Malcolm X Elementary School provides a safe and nurturing program that produces a rigorous academic environment for our students in grades PK3 though fifth grade. Our staff is committed to delivering a challenging academic program that supports social emotional growth for every child. At Malcolm X, our school community embraces each child's unique learning style by individualized instruction with the use of 21st technology, small group learning, and researched based initiatives. We strive to have parents as our partners in their children's education. As leaders of learning, we strive to create positive lifelong learners ready to succeed in the global community.",Three year old program,Four year old program,STEM Program  (Science Technology Engineering & Mathematics),Spanish,RTI,Boks,Girls Softball,Basketball,"Kid Power, Inc",Live it. Learn it.,Girl Scouts,Cheerleading,Drumline,Rose Court,Mentoring,Behavior & Education Support,,,,,,,,,,,,,416,,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,DC Mayor's Office,Turn Around for Children,Giant,Defense Intelligence Agency,DCPS Parent Engagement Lab,Metropolitan Police,Live it Learn it,Parent Cafe,Home Depot,UPO/Foster Grandparents,,,,,,,,,92 94 D51 W1 W2 W3 W4,,Priority,"Priority schools need intense support to address overall low student performance, a graduation rate at or below 60% for two consecutive years, or for being previously designated a SIG school. Priority schools must develop an intervention plan that improves all students and report twice a year on meeting planned milestones.",69,Yes,,237,0%,100%,0%,0%,0%,0%,0%,0%,19%,100%,44%,30%,45%,39%,33%,21%,21%,10%,1%,0%,0%,23%,27%,23%,23%,5%,31%,50%,35%,27%,28%,18%,6%,5%,0%,0%,26%,21%,21%,25%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,44%,26%,51%,57%,40%,54%,NA,NA,NA,87%,93%,93%,24%,7%,13%,3%,6%,4%,0%,0%,0%,86%,75%,85%,93%,89%,89%,78%,68%,81%,NA,82%,92%,,,,,,,,,,
CHOICE Academy @ Wash Met,947,300 Bryant St. NW,Washington,DC,20001,-77.01558101,38.92043047,1,(202) 939-3610,(202) 671-2101,http://profiles.dcps.dc.gov/CHOICE+Academy+%40+Wash+Met,Michael Alexander,michael.alexander2@dc.gov,6th-12th,8:00 a.m. - 4:30 p.m.,C.H.O.I.C.E. Academy school provides a specialized alternative setting for students in grades 6-12 who are in a long-term suspension or expulsion status due to an infraction of the Student Discipline Code of Conduct Chapter 25. Our goal is to offer a structured program of academic support with behavior modification strategies that prepares students for a successful re-entry into their home schools.,"For a listing of C.H.O.I.C.E. Academy's academic programs, please contact the school principal.",,,,,SPARC,Character Development,,,,"For a listing of C.H.O.I.C.E Academy's arts and cultural programs, please contact the school principal.",,,,,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,Mentoring,,,,,,,,,,,,,,,,,,70 79 80 G2 G8 G9,N/A,,,,,,5,0%,100%,0%,0%,0%,0%,0%,0%,60%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Peabody Elementary School (Capitol Hill Cluster),301,425 C St. NE,Washington,DC,20002,-76.99985799,38.89289632,6,(202) 698-3277,(202) 698-3275,capitolhillclusterschool.org/,Elena Bell,elena.bell@dc.gov,PK3-K,8:45 a.m. – 3:15 p.m.,"The historic Peabody Elementary School building is the early childhood campus of the Capitol Hill Cluster School, serving students in preschool through kindergarten. An arts-integration school, our nurturing faculty is trained and passionate about integrating learning with real life, using different forms of the arts and a hands-on, inquiry-based approach to teaching and learning. We assess each child to learn their strengths and areas for development, and we support their growth with an individualized approach to learning. Our fellow Cluster School students at Stuart-Hobson Middle School come back to Peabody regularly as volunteers and tutors, contributing to our mission of building community responsibility and relationships. We use our edible and ornamental gardens, the Capitol Hill neighborhood and all of Washington, DC as an extension of the classroom, preparing our students to be successful at Watkins Elementary for 1st-5th grade and eventually Stuart-Hobson Middle School for 6th-8th grade.",HomeDo (After School Program),•Tippi Toes Dance (After School Program),Bricks for Kids (After School Program),Labyrinth Games,Rita's Place (Before and After School Program),Alliance for Healthy Schools,Girl Scouts,Whole Foods Salad Bar,Edible Gardens,Foodprints (gardening/ cooking),DC Arts and Humanities Education Collaborative,Arts for Every Student,The Phillips Collection,Smithsonian EdLAb,Language Stars: Spanish (After School Program),,,,,,,,,,,,,,428,,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,Capitol Hill Community Foundation,DC Arts and Humanities Education Collaborative,Smithsonian EdLab,The Phillips Collection,DC Master Gardeners,,,,,,,,,,,,,,90 92 96 97 D6 X8 DCCirculator,Red Line: Union Station,,,2,Yes,In Progress,231,2%,26%,4%,0%,58%,11%,0%,0%,6%,14%,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
River Terrace Education Campus,304,405 Anacostia Ave. NE,Washington,DC,20019,-76.958964,38.895242,7,(202) 442-7111,(202) 442-8631,http://profiles.dcps.dc.gov/River+Terrace+Education+Campus,Dr. Aimeé Cepeda Pressley,aimee.pressley@dc.gov,3rd-Adult,7:00 a.m. - 2:30 p.m.,"River Terrace Education Campus is a city-wide school, which serves the 1% of the DCPS student population with the greatest needs.  Our center offers individualized wrap-care services for our students.  In addition to differentiated instruction, our students receive related services such as Speech and Language, Occupational and Physical Therapy, Vision, Orientation and Mobility, and Audiology.  We also offer aquatic therapy and medical and dental screening services.  Our mission at River Terrace Education Campus is to promote the individual success of our students through diversified instruction, support services, integrated technology, collaboration, parental engagement, and community partnerships that empower all students to reach their full potential as global citizens.",Rigorous CCSS-based academic instruction,Reading Interventions (Failure-Free and Edmark Reading Program),Math Intervention (ST Math),"Blended Learning (i-Ready, MyON, Vizzle, BoardMaker Online)","Standard-based Art, Music, PE, and Life Skills instruction",Physical Education,Aquatics Therapy,Dance Classes,Sports Clinics,Special Olympics,Kennedy Center Residency Program,National Symphony Orchestra,Dance Place/Revision Dance Collaborative,Shakespeare Theater Company,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,Kiwanis Club of Northwest Washington,Buffalo Soldiers,Groove Phi Groove Fraternity,Embassy Suites,"Groundwork Anacostia River, DC",Autism Speaks,Rehabilitation Services Administration,Department on Disability Services,Health Services of Children with Special Needs,,,,,,,,,,X1 X2 X3 U4,,N/A,,11,Yes,,131,0%,85%,13%,0%,1%,1%,0%,11%,99%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83%,77%,NA,91%,94%,NA,,,,,,,,,,
Youth Services Center,861,1000 Mt. Olivet Rd. NE,Washington,DC,20002,-76.98858584,38.91213959,5,(202) 576-8388,(202) 576-9073,http://www.inspiringmindsdc.org,Soncyree Lee,soncyreel.lee@dc.gov,7th-12th,8:30 a.m. - 2:30 p.m.,"DC Public Schools Youth Services Center is an alternative school within a youth detention facility. The school is designed to meet the needs of students who are currently detained by the juvenile justice system regardless of academic career history and current academic standing. Our mission is to meet the academic needs of at-risk students by creating an energetic environment conducive to learning. Our academies cater instruction to each student's learning style and ability through the use of staff who foster academic excellence, build character and re-engage students who may not have attended school for a significant period of time.",PSAT,SAT,Book Club,Poetry Out Loud,Evening Credit Recovery,Physical Education and Health,,,,,World Languages: Spanish,,,,,,,,,,,,,,,,,,,,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,DC Department of Employment Service,Department of Youth Rehabilitation Services,Parent Watch,Giant A+ Bonus Bucks,Youth Challenge Academy,World Missions,Walk for the Homeless,,,,,,,,,,,,D4 D8 E2,,,,,Yes,,88,0%,95%,5%,0%,0%,0%,0%,3%,51%,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51%,NA,NA,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Van Ness Elementary School,331,1150 5th St SE,Washington,DC,20003,-76.999244,38.87679645,6,(202) 727-4314,(202) 727-6781,http://vannesselementary.org/,Cynthia Robinson-Rivers,cynthia.robinson@dc.gov,PK3-2,8:00 a.m. - 5:00 p.m.,"At Van Ness, we are a positive school community that focuses on developing the whole child. We value and celebrate diversity and we work to build an inclusive environment for all. In our classrooms we provide opportunities for experiential learning connected to the units of study. We've also employed maker-centered learning to allow for creative thinking and innovation. Our aim is to cultivate critical thinkers and develop a generation of confident, curious, and compassionate members of society.",Project Zero,Experiential Learning,Fight for Children,Experience Corps,,SweetGreen,City Blossom,Yoga and Mindfulness,Revolution Foods Healthy Meals,Daily PE for all students,,,,,,,,,,,,,,,,,,,433,,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,Van Ness Parent Group,InSite Solutions,George Washington Graduate School of Education,Association of American Railroads,Safe Shores,Capitol Riverfront BID,Washington Nationals,Emanuel J. Friedman Philanthropies,NSC Partners,Flamboyan Foundation,,,,,,,,,90 92 A9 P6 V1 V4 V5 DCCirculator,Green Line: Navy Yard Station,,,7,Yes with Distinction,,171,1%,49%,8%,1%,35%,6%,0%,1%,8%,31%,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
School-Within-School @ Goding,943,920 F St. NE,Washington,DC,20002,-76.99318304,38.89756498,6,(202) 727-7377,(202) 727-9276,www.schoolwithinschool.org,John Burst,john.burst@dc.gov,PK3-5th,8:45 a.m. – 3:15 p.m.,"School-Within-School @ Goding (SWS) is a teacher-directed, Reggio Emilia-inspired school. We are a vibrant, early childhood and elementary learning environment for preschool through 4th grade students (we will add 5th Grade in 2016-2017). SWS is located at 920 F Street, NE. Our mission is to support and develop childrens' potential through a uniquely child-centered, collaborative teaching and learning environment inspired by the philosophy and practice of the Reggio Schools for children in Reggio Emilia, Italy.",Washington International School - Project Zero DC,Arts for Every Student,National Postal Museum,Architects in Our Schools,North American Reggio Emilia Alliance - NAREA,The Responsive Classroom Curriculum Framework,Health and Physical Education,Foodprints,School-Wide and Classroom Community Meetings,Social Skills Play Groups,Reggio Emilia-Inspired Curriculum,Music Atelier,Early Childhood Atelier,Elementary Atelier,,Communication & Education Support,Medical & Education Support,,,,,,,,,,,,,,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,North American Reggio Emilia Alliance - (NAREA),Project Zero: District of Columbia (DCPZ),Red Rocks Restaurant,Catholic University of America,Galluadet University,The Ivymount School,Sherwood Rec Center,Washington International School Summer Institute for Teachers (WISSIT),Friends of SWS,,,,,,,,,,90 92 D4 D6 D8 X1 X2 X9,,,,76,Yes with Distinction,,307,1%,19%,4%,0%,69%,7%,0%,0%,19%,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Inspiring Youth Program,950,1901 D St. SE,Washington,DC,20003,-76.97637892,38.88343091,7,(202) 523-7119,(202) 698-8320,http://www.inspiringmindsdc.org,Soncyree Lee,soncyreel.lee@dc.gov,9th-12th,8:45 a.m. – 3:15 p.m.,"It is the mission of the Inspiring Youth Program to promote academic rigor, to provide opportunities for academic success through experiential learning and to foster a climate that both develops and supports students and welcomes the involvement of parents and community partnerships. The Inspiring Youth Program enables students to acquire the academic knowledge, interpersonal skills and values necessary to become productive community members.",National Honor Society,Read 180,Georgetown Law Center - Street Law Class,,,,,,,,World Language: Spanish,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,Free Minds Book Club,Georgetown Law Center Street Law Class,Architecture In Schools (AIS),American Chemical Society,Journey Inc.,Bread for the City,Central Union Mission,,,,,,,,,,,,96 97 B2 D6,Orange/Blue Lines: Stadium-Armory Station,,,,,,48,0%,96%,4%,0%,0%,0%,0%,2%,67%,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
Ballou STAY High School,462,3401 4th St. SE,Washington,DC,20032,-77.00097526,38.83938266,8,(202) 645-3390,(202) 645-3935,http://www.balloustay.com/index.jsp,Cara Fuller,cara.fuller@dc.gov,Adult,9:30 a.m. - 7:00 p.m.,"Ballou STAY Opportunity Academy offers traditional diploma programming through Summit Personalized Learning, an instructional program that integrates high-quality, individualized digital learning in all core subjects; offering specialized programming to prepare our students for college and the workplace; empowering our young adults with the career skills to succeed in the real world.
In addition to vocational training such as cosmetology, barbering and culinary arts, Ballou STAY Opportunity Academy offers GED and External diploma programs.  Our commitment to our students goes beyond academic achievement, we empower our students transition to life after receiving a high school diploma, certification, or GED.",Content Tutoring & Skills Enhancement Classes,Family Literacy Initiative,Student Mentorship / Support Groups,Read 180,Career & Life Skill Training,New Heights Teen Parent Program,Office of Returning Citizens,LGBTQ Support,STD Screening and Awareness,Market Day,World Language: Spanish,"Tours: New York City Tour, College Tour, Smithsonian Museum Tour",Minority Science Career Seminars at NIH,Hair Show,Black History Month Celebration,Behavior & Education Support,Specific Learning Support,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,Far Southeast Family Strengthening Collaborative,Wendt Center for Loss and Healing,Sasha Bruce Youthwork,PNC Bank,University of the District of Columbia,Living Wages,Academy of Hope,,,,Culinary Arts,Digital Media,,,,,,,A2 A4 A6 A7 A8 A9 W1 W4,,,,74,,In Progress,466,0%,100%,0%,0%,0%,0%,0%,0%,11%,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62%,63%,62%,75%,80%,81%,5%,3%,3%,0%,0%,0%,95%,90%,95%,96%,96%,97%,47%,49%,34%,91%,90%,92%,,,,,,,,,,
Roosevelt STAY High School,456,4301 13th St. NW,Washington,DC,20011,-77.029197,38.943029,4,(202) 576-8399,(202) 576-8478,http://www.rooseveltstay.org/,Dewayne Little,dewayne.little@dc.gov,Adult,8:30 a.m - 8:30 p.m.,"As the premier Alternative School in DCPS, Roosevelt S.T.A.Y High School exists to serve the unique academic, physical, social and emotional needs of students who are in a critical period of their lives as they change from adolescence to adulthood. All aspects of the school are to prepare our students for success in college and to be thoughtful, contributing members of society.",High School Diploma,Barbering/Cosmetology,JROTC,Early Childhood Education,Culinary Arts,New Heights Program,Men's Basketball Team,Physical Education,Dreamz,,Art I,Art II,Music Appreciation,Advanced Music,Build,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,Bread For the City,Center for Inspired Teaching,Black student Fund,Dress for Success,Petworth Library,UDC,Total Family Care Coalition,Georgia Collborative Rock Creek,,,Culinary Arts,Early Childhood Education,,,,,,,52 53 54 60 62 63 70 S1 S2 S4,,,,90,Yes,,613,0%,81%,17%,0%,1%,0%,0%,6%,6%,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62%,58%,62%,86%,74%,81%,2%,0%,3%,0%,0%,0%,97%,79%,95%,97%,66%,97%,29%,38%,34%,NA,75%,92%,,,,,,,,,,
